id,title,status,modules,tests,source
P0-022,网格必须覆盖 arena 边缘 cell。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-023,每个 channel 同时维护：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-024,不要假设已知真实 source type。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-025,NO_SIGNAL 对 omni 的删除条件：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_advanced.py;test_w5pro_checklist_contract.py;test_w5pro_hypothesis.py;test_w5pro_tail_fallback.py;test_w5pro_triangle_certificate.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-026,NO_SIGNAL 对 directional 的删除还必须满足方向覆盖。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_advanced.py;test_w5pro_checklist_contract.py;test_w5pro_hypothesis.py;test_w5pro_tail_fallback.py;test_w5pro_triangle_certificate.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-027,必须按 cell corners + heading-bin edges 做 conservative test。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-028,禁止用 1500m 做 guaranteed-negative elimination。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-029,bearing observation 更新 H_c。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_advanced.py;test_w5pro_feasible.py;test_w5pro_hypothesis.py;test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-030,NEAR observation 更新 H_c。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_advanced.py;test_w5pro_checklist_contract.py;test_w5pro_feasible.py;test_w5pro_hypothesis.py;test_w5pro_nbv.py;test_w5pro_tspn.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-031,实现：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-032,为每次 measurement 建 observation adapter。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-033,不得调用 simulator ground truth。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-034,增加 hypothesis soundness property test。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_checklist_contract.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-035,重点压力测试 arena boundary。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_hypothesis.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-040,新增 `W5BackboneState`。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-041,仍使用原 25 个 `w5_detection_points()`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-042,预计算 anchor → hypothesis visibility mask。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-043,这些 mask 只用于 planning gain。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-044,定义 channel-specific anchor gain：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-045,定义总 anchor gain：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-046,再加入 coverage debt。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-047,最终 backbone candidate score 至少考虑：**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-048,不要只按距离选择下一个 backbone 点。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-049,也不要只按信息增益。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-050,hard anchors 允许动态重排序。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_acceptance.py;test_w5pro_checklist_contract.py;test_w5pro_planner.py;test_w5pro_safety.py;test_w5pro_scheduler.py;test_w5pro_triangle_certificate.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-051,soft planner 可以暂时 defer 某个 hard anchor。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_planner.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_planner.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-052,但如果 `<16 sources discovered` 且 hard completeness 未完成，则不能永久删除 required anchor。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-053,如果已发现16个源，可清空剩余 discovery backbone。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-054,如果不足16源，则最后必须进入 verification/completion mode。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_backbone.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-055,verification mode 必须补完所需 hard coverage。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_scheduler.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-060,新增 `q4/w5pro_nbv.py`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-061,W3 `reacquisition_point()` 不再作为正常主策略。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_tail_fallback.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-062,保留 W3 coarse，不能删。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_tail_fallback.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-063,候选 viewpoint 第一类：MEC center。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-064,候选第二类：effective-region centroid。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-065,候选第三类：ring。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-066,候选第四类：现有 bearing 垂线方向。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-067,候选第五类：未来 backbone waypoint。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-068,候选第六类：其他任务 route waypoint。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-069,已经针对该 channel 测过的相同 viewpoint 直接 prune。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-070,NO_SIGNAL 位置进入禁重复集合。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_advanced.py;test_w5pro_checklist_contract.py;test_w5pro_hypothesis.py;test_w5pro_nbv.py;test_w5pro_tail_fallback.py;test_w5pro_triangle_certificate.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-071,允许机器人去 arena 外。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-080,对每个候选 q 计算 directional visible fraction。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-081,计算 guaranteed/robust miss proxy。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-082,计算位置 feasible-region shrink。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-083,不要只优化 crossing angle。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-084,推荐第一版评分：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-085,如果 minimax 下所有 q 都可能 NO_SIGNAL，不要卡死。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-086,记录 NBV 诊断：**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_diagnostics.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-087,连续 NBV NO_SIGNAL 后不要无限重复同类 candidate。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-088,多次 NO_SIGNAL 后，应优先 lateral/perpendicular 或 backbone-opportunity，而不是继续沿上次 bearing 向前。**,code_and_test_candidate,w5_geometry.py;w5pro_backbone.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_nbv.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
P0-090,新增 `W5ProTask`，不要强行改原 `Task`。**,code_and_test_candidate,w5_geometry.py;w5pro_future_cost.py;w5pro_hypothesis.py;w5pro_nbv.py;w5pro_scheduler.py;w5pro_spatial.py;w5pro_tasks.py,test_w5pro_state_tasks.py,C:\Users\14535\.codex\attachments\fa9ea29d-0df4-476b-86de-f949de640405\pasted-text-1.txt
